bedroom,bathroom,floors,parking,location,dhur,Aana,Paisa,Daam,roadsize(feet),Road type,Years ago,Area(sq ft),Price
7,6,3,2,"Budhanilkantha, Pasikot, Kathmandu",5,,,,12,Gravelled,1,911.25,35000000
5,4,2.5,1,"Shantinagar, baneshwor, Baneshwor, Kathmandu",8,,,,10,Gravelled,1,1458,47500000
7,4,4,1,"Gongabu, Gongabu, Kathmandu",3,5,,,20,Gravelled,0.833333333,2258,25000000
4,4,N/A,1,"na, Sitapaila, Kathmandu",4,,,,15,Gravelled,2,729,20500000
7,5,3,1,"NA, Ekatabasti, Kathmandu",4,,,,13,Blacktopped,2,729,29900000
7,5,3,3,"Mahendra pul, Ranipauwa, Pokhara",6,5,,,20,Gravelled,2,2804.75,37000000
5,4,N/A,2,"n, Hattigauda, Kathmandu",11,,,,13,Blacktopped,1,2004.75,42000000
5,5,3,2,"NA, Budhanilkantha, Kathmandu",4,,,,15,Paved,2,729,29800000
5,3,3,0,"Kapan, Shivapuri chowk, Budhanilkantha, Kathmandu",0,4,0,3,13,Soil Stabilized,0.25,1433.17,28000000
6,4,2.5,4,"Nearby Ring Road, Sanobharyang, Kathmandu",0,3,2,0,13,Blacktopped,1,1197.87,23000000
5,6,3,2,"Na, Golfutar, Kathmandu",4,,,,20,Blacktopped,2,729,37000000
7,4,3.5,2,"Sital height, Imadol, Lalitpur",0,4,2,0,13,Gravelled,2,1540.12,22000000
5,5,4,1,"Na, Golfutar, Kathmandu",4,,,,15,Soil Stabilized,1,729,26000000
0,2,3,1,"Tarkeshwor, Tarkeshwor, Kathmandu",3,1,,,20,Blacktopped,2,889,17000000
4,3,3,0,"Mandikatar, Mandikatar, Kathmandu",3,13,,,12,Soil Stabilized,2,4996,22500000
1,1,1,1,"Kavresthali, Tarakeshwar, Kathmandu",0,2,2,3,10,Gravelled,2,919.79,12000000
5,6,3,2,"Na, Budhanilkantha, Kathmandu",6,,,,18,Soil Stabilized,1,1093.5,47500000
3,4,N/A,1,"Budhanilkantha, Budhanilkantha, Kathmandu",5,,,,20,Paved,0.916666667,911.25,40000000
4,4,3,1,"NA, Golfutar, Kathmandu",5,5,,,20,Blacktopped,1,2622.5,43000000
7,2,2,3,"Sano Bharayagn, Sanobharyang, Kathmandu",0,3,3,3,16,Gravelled,1,1347.6,31500000
2,1,1,1,"Kapan, Budanilkantha-11, Kapan, Kathmandu",3,,,,10,Soil Stabilized,2,546.75,10600000
4,3,3,4,"Bhaisipati, Bhaisepati, Lalitpur",0,4,0,0,18,Gravelled,1,1369,31000000
2,1,N/A,1,"Tikathali, Tikathali, Lalitpur",0,3,0,0,10,Soil Stabilized,0.75,1026.75,13200000
6,6,3,2,"NA, Budhanilkantha, Kathmandu",4,5,,,14,Gravelled,2,2440.25,27000000
5,4,3,3,"Dholahity, Satdobato, Lalitpur",0,3,0,1,16,Soil Stabilized,2,1048.14,20000000
5,6,3,2,"Na, Budhanilkantha, Kathmandu",7,5,,,14,Gravelled,1,2987,55000000
5,5,3,2,"Na, Budhanilkantha, Kathmandu",8,5,,,13,Gravelled,2,3169.25,49000000
8,4,3,3,"Dallu, Dallu, Kathmandu",0,5,1,3,15,Gravelled,1,1860.98,37000000
5,2,2,2,"Nagarjung, Nagarjun, Kathmandu",5,0,0,,13,Gravelled,1,911.25,31500000
3,3,N/A,3,"shantinagar, Dhapakhel, Lalitpur",6,,,,13,Gravelled,2,1093.5,42500000
5,3,2.5,0,"Golfutar, Golfutar, Kathmandu",4,,,,15,Blacktopped,2,729,29000000
8,8,N/A,4,"Pasikot, Budhanilkantha, Kathmandu",8,,,,16,Soil Stabilized,1,1458,39000000
5,5,2.5,1,"opposite of Nepal Rastra Bank, Baluwatar, Kathmandu",0,6,0,0,13,Blacktopped,2,2053.5,60000000
4,3,2.5,1,"Nearby, Buddha party palace, Imadol, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,19000000
5,5,3,4,"Na, Chapali, Kathmandu",12,,,,15,Blacktopped,2,2187,68000000
2,1,N/A,1,"Tikathali, Tikathali, Lalitpur",0,3,3,0,13,Soil Stabilized,0.75,1283.43,14500000
3,4,2.5,1,"Nearby Sumeru Hospital, Dhapakhel, Lalitpur",0,2,2,0,12,Blacktopped,2,855.62,17700000
5,4,4,7,"Tikhedewal, Lalitpur, Nakhipot, Lalitpur",0,3,2,0,13,Gravelled,0.833333333,1197.87,26500000
7,2,N/A,0,"Nearby LRI School, Kalanki, Kathmandu",3,5,,,13,Soil Stabilized,2,2258,15500000
5,4,N/A,2,"Bagmati, Budhanilkantha, Kathmandu",6,3,,,20,Soil Stabilized,0.166666667,2120.25,68500000
5,4,3,1,"Buddha Marga, Narephant, Narephate, Kathmandu",4,,,,14,Blacktopped,0.416666667,729,31500000
9,4,3,3,"Samakhusi Kharibot, Samakhusi, Kathmandu",3,,,,13,Blacktopped,2,546.75,22500000
10,4,3,0,"Chuchhepati, Chabahil, Kathmandu",4,5,,,20,Soil Stabilized,3,2440.25,35000000
4,6,3,4,"NA, Budhanilkantha, Kathmandu",10,,,,15,Blacktopped,2,1822.5,62000000
5,3,2.5,3,"Imadol, Imadol, Lalitpur",0,3,2,0,20,Gravelled,1,1197.87,25000000
2,1,1,0,"Nearby,  Grandy Hospital, Tokha, Kathmandu",3,,,,13,Gravelled,2,546.75,11500000
4,3,N/A,2,"Sano Bharyang, Sanobharyang, Kathmandu",0,3,2,0,14,Blacktopped,0.25,1197.87,29000000
4,3,3,0,"Imadol Swimming Pool, Imadol, Lalitpur",0,3,3,0,20,Gravelled,2,1283.43,23500000
5,6,3,2,"Na, Baluwatar, Kathmandu",6,,,,14,Blacktopped,2,1093.5,61000000
7,4,4,1,"Makalbari, Makalbari, Kathmandu",0,3,1,3,14,Soil Stabilized,2,1176.48,22500000
3,2,2.5,1,"Gwarko Colony, Gwarko, Lalitpur",0,3,0,1,13,Blacktopped,2,1048.14,21000000
6,4,N/A,1,"???????????-?, ????????? ??????? ????? ????????? ??? ?????? ????, Budhanilkantha, Kathmandu",0,4,2,2,13,Blacktopped,1,1582.9,30000000
4,1,N/A,3,"Thankot checkpost, Thankot, Kathmandu",4,,,,11,Soil Stabilized,0.666666667,729,15500000
6,6,3,2,"Na, Kapan, Kathmandu",4,5,,,13,Gravelled,1,2440.25,28500000
5,2,2.5,1,"Narepthat- 32, Jadibuti., Narephate, Kathmandu",0,2,3,0,13,Paved,2,941.18,22000000
5,3,2.5,1,"Prayag Marga-34, Shantinagar, Kathmandu",0,5,0,0,15,Blacktopped,2,1711.25,33000000
5,5,3,1,"Na, Hattigauda, Kathmandu",4,,,,15,Gravelled,2,729,28500000
4,5,3,1,"Na, Kapan, Kathmandu",3,,,,16,Gravelled,2,546.75,17000000
4,6,3,2,"N, Budhanilkantha, Kathmandu",7,3,,,20,Blacktopped,1,2302.5,59000000
4,4,2.5,0,"Nearby of Medicity Hospital, Nakkhu, Lalitpur",4,2,,,14,Gravelled,2,1413.5,25500000
7,6,3,1,"tokha, Tokha, Kathmandu",0,5,2,0,18,Soil Stabilized,1,1882.37,25000000
3,1,N/A,1,"Kadaghari, Kadaghari, Kathmandu",0,4,0,0,10,Soil Stabilized,0.75,1369,11300000
2,1,1.5,1,"nearby Pawan prakriti school., Imadol, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,12000000
2,2,N/A,1,"Shankhamul, Patan, Lalitpur",0,2,3,1,13,Soil Stabilized,2,962.57,17600000
6,6,3,1,"Na, Budhanilkantha, Kathmandu",3,1,,,18,Blacktopped,2,889,22500000
6,3,3,1,"Dhalpa-4 ( Sital Basti), Kirtipur, Kathmandu",0,3,3,,12,Gravelled,1,1283.43,17000000
8,7,4,8,"Janakinagar, Nepathya College (RR Path), Butwal, Butwal",15,,,,20,Soil Stabilized,1,2733.75,39000000
4,4,3,1,"Sital Height, Imadol, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,23500000
5,4,2.5,1,"Krishna Mandir, Imadol, Lalitpur",0,3,2,0,13,Blacktopped,1,1197.87,28700000
4,3,3,2,"Thaiba, Lalitpur, Thaiba, Lalitpur",0,3,0,2,20,Gravelled,1,1069.53,17000000
5,5,3,2,"Na, Swayambhu, Kathmandu",7,,,,14,Paved,2,1275.75,39000000
4,3,2.5,1,"Sital Height, Imadol, Lalitpur",0,3,1,2,13,Gravelled,2,1155.09,17000000
3,3,2,1,"New Colony, Budhanilkantha, Budhanilkantha, Kathmandu",0,4,5,0,18,Soil Stabilized,2,1796.8,28500000
4,4,2.5,1,"Imadol, Mahalaxmi-05, Imadol, Lalitpur",0,3,2,0,13,Gravelled,1,1197.87,23500000
4,4,3,2,"Wasa hiti, Thaiba, Lalitpur",0,4,0,1,13,Gravelled,2,1390.39,19000000
5,5,3,1,"Sundarbasti, Bhangal, Kathmandu",3,5,,,13,Gravelled,2,2258,21500000
5,3,3,3,"Sanobharyang, Sanobharyang, Kathmandu",0,3,1,0,14,Blacktopped,1,1112.31,23000000
4,3,2.5,1,"Sanagaun height, Imadol, Lalitpur",0,3,2,0,20,Gravelled,2,1197.87,19500000
3,3,3,0,"Basundhara, Basundhara, Kathmandu",3,5,,,12,Soil Stabilized,2,2258,26000000
5,3,3,1,"Imadol, Imadol, Lalitpur",3,,,,12,Gravelled,1,546.75,16000000
0,3,N/A,1,"Na, Baluwatar, Kathmandu",2,5,,,12,Blacktopped,1,2075.75,22000000
3,5,3,1,"Bhaisepati, Bhaisepati, Lalitpur",0,4,2,0,18,Blacktopped,2,1540.12,28500000
2,1,1,1,"Nagpokhari road, Tarkeshwor, Kathmandu",3,1,0,,0,Soil Stabilized,2,889,13000000
2,1,1.5,1,"Boje Pokhari, Imadol, Lalitpur",0,3,0,3,10,Gravelled,2,1090.92,12700000
2,1,N/A,1,"Chunikhel, 13 Budhanilkantha, Budhanilkantha, Kathmandu",0,3,1,,13,Soil Stabilized,0.583333333,1112.31,16000000
6,3,N/A,3,"Dhapasi Height, Dhapasi, Kathmandu",0,4,0,0,13,Paved,1,1369,24500000
6,3,2.5,2,"Basundhara, Basundhara, Kathmandu",0,5,2,0,15,Gravelled,0.333333333,1882.37,32500000
6,3,N/A,1,"3km far from Satungal chowk, Matatirtha, Kathmandu",0,5,0,0,12,Soil Stabilized,1,1711.25,20000000
5,6,3,3,"Na, Dhapasi, Kathmandu",8,,,,22,Blacktopped,2,1458,65000000
7,4,3,4,"Kalanki, Kalanki, Kathmandu",6,1,,,14,Soil Stabilized,3,1435.75,38000000
6,5,3,1,"na, Swayambhu, Kathmandu",3,,,,13,Paved,2,546.75,23500000
2,1,1.5,2,"Birendrachwok, Planning, Kadaghari, Kathmandu",0,4,0,0,20,Gravelled,2,1369,15500000
5,3,3,0,"Imadol, Imadol, Lalitpur",0,3,2,0,13,Gravelled,2,1197.87,19500000
6,3,2,2,"New colony, Sukedhara, Kathmandu",3,,,,14,Blacktopped,2,546.75,21000000
8,3,4,1,"Chundevi, Chundevi, Kathmandu",4,,,,14,Gravelled,2,729,31000000
9,5,4,1,"Balkumari, Patan, Lalitpur",0,3,3,0,13,Soil Stabilized,1,1283.43,28000000
4,4,3,1,"Sital Height, Imadol, Lalitpur",0,3,2,2,13,Gravelled,2,1240.65,32500000
2,1,1.5,1,"Panityanki, Tikathali, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,11000000
3,2,2,3,"Tikathali, Tikathali, Lalitpur",0,4,0,0,13,Gravelled,2,1369,17000000
5,7,4,4,"Na, Gairidhara, Kathmandu",5,,,,15,Paved,1,911.25,53500000
7,5,4,1,"Balaju, Balaju, Kathmandu",3,,,,13,Soil Stabilized,2,546.75,25000000
5,4,N/A,0,"Nearby, Talimkendra, Bhaisepati, Lalitpur",4,,,,13,Blacktopped,2,729,26000000
3,4,2,4,"Thulo Bharyang, Thulo Bharyang, Kathmandu",0,6,25,0,20,Soil Stabilized,3,4192.5,70000000
5,5,3,2,"na, Ekatabasti, Kathmandu",5,5,,,13,Blacktopped,2,2622.5,36000000
2,1,1,1,"Nearby Cozy Homes, Imadol, Lalitpur",0,3,0,0,20,Gravelled,2,1026.75,12500000
2,1,1.5,1,"Opposite of Buddha Party Palace, Imadol, Lalitpur",0,3,0,0,13,Gravelled,1,1026.75,12500000
4,2,N/A,1,"124, Balkot, Bhaktapur",3,,,,13,Gravelled,2,546.75,15500000
4,4,2.5,1,"Sanagaun Height, Imadol, Lalitpur",0,3,1,1,20,Gravelled,1,1133.7,19000000
7,5,3,2,"kalanki, Syuchatar, Kathmandu",4,,,,13,Gravelled,1,729,25000000
9,4,N/A,0,"Baniyatar, Baniyatar, Kathmandu",5,,,,10,Soil Stabilized,2,911.25,28500000
5,6,3,2,"Na, Samakhusi, Kathmandu",7,,,,14,Blacktopped,2,1275.75,55000000
6,3,2.5,1,"Imadol Swimming Pool, Imadol, Lalitpur",0,3,1,0,12,Gravelled,1,1112.31,19500000
4,5,2.5,1,"Nakkhu, Lalitpur, Nakkhu, Lalitpur",0,4,0,0,20,Gravelled,1,1369,29000000
0,4,N/A,0,"i ratopul, Maitidevi, Kathmandu",0,11,0,0,14,Blacktopped,1,3764.75,67500000
9,5,5,0,"House number 286, Dharmachakra Galli, Baghbazaar, Kathmandu",0,3,1,1,12,Gravelled,0.75,1133.7,35000000
6,6,3,2,"Bhangal, Bhangal, Kathmandu",4,5,,,20,Blacktopped,2,2440.25,28500000
6,6,6,1,"Na, Baluwatar, Kathmandu",5,1,,,13,Blacktopped,1,1253.5,55000000
5,5,3,3,"Na, Budhanilkantha, Kathmandu",8,,,,20,Blacktopped,2,1458,52500000
10,5,3,2,"Sankhamul budhanagar, Buddhanagar, Kathmandu",5,,,,16,Gravelled,1,911.25,56500000
3,2,2,0,"Sukedhara, Sukedhara, Kathmandu",3,1,,,24,Blacktopped,2,889,19000000
4,3,3,1,"Gardoi, Hetauda, Makwanpur",9,,,,19.68504,Gravelled,2,1640.25,15000000
7,6,3,2,"Sundar Basti Bhangal, Budhanilkantha, Kathmandu",5,,,,20,Blacktopped,2,911.25,29900000
6,3,2.5,2,"Kapan, Kathmandu, Kapan, Kathmandu",0,4,2,0,13,Gravelled,1,1540.12,27200000
4,2,1.5,1,"Green Village Society, Syuchatar, Kathmandu",0,4,3,0,18,Concrete,2,1625.68,16500000
4,3,3,2,"imadol -4 lalitpur, Imadol, Lalitpur",0,3,1,0,0,Blacktopped,2,1112.31,19000000
5,4,3,3,"phutung -7, Tarkeshwor, Kathmandu",0,4,2,1,12,Soil Stabilized,0.833333333,1561.51,25000000
5,3,2.5,1,"Opposite of Green Hill City, Imadol, Lalitpur",0,3,1,0,20,Gravelled,1,1112.31,25000000
5,5,3,3,"NA, Budhanilkantha, Kathmandu",8,,,,13,Gravelled,1,1458,42500000
0,3,3,2,"Sukedhara, Budhanilkantha, Kathmandu",4,1,,,13,Blacktopped,2,1071.25,23500000
6,6,3,2,"Na, Pepsicola, Kathmandu",6,5,,,16,Blacktopped,2,2804.75,58500000
5,4,3,4,"Brindaban Colony, Sukedhara, Kathmandu",15,,,,13,Gravelled,2,2733.75,52500000
6,5,3,1,"Na, Bhangal, Kathmandu",3,5,,,20,Gravelled,2,2258,21500000
4,2,1.5,1,"Jagadol, Jorpati, Kathmandu, Nepal, Jorpati, Kathmandu",0,5,0,0,13,Soil Stabilized,0.416666667,1711.25,16800000
6,2,3,1,"Pasikot, Pasikot, Kathmandu",0,3,2,0,12,Soil Stabilized,2,1197.87,17500000
4,3,3,2,"SANGAM AWASH GATE NO 3, Lalitpur, Lalitpur",0,3,2,0,0,Blacktopped,1,1197.87,26000000
4,4,6,0,"Kamalachhi-Ason, Ason, Kathmandu",1,,,,5,Paved,0.166666667,182.25,38000000
4,3,N/A,1,"Near Little Angel School, Hattiban, Lalitpur",0,2,2,0,13,Blacktopped,1,855.62,19000000
5,5,3,3,"Na, Maharajgunj, Kathmandu",9,,,,20,Blacktopped,2,1640.25,67500000
7,4,N/A,1,"nagarjuna -09, suichatar, in between gantabya driving centre and amar jyoti school, Kalanki, Kathmandu",4,,,,13,Soil Stabilized,1,729,25000000
0,2,N/A,1,"27.722922886517, Boudha, Kathmandu",6,5,,,0,Soil Stabilized,0.583333333,2804.75,45000000
5,5,3,4,"NA, Dhapasi, Kathmandu",14,,,,20,Blacktopped,2,2551.5,66000000
9,4,4,0,"Sukedhara, Sukedhara, Kathmandu",6,3,,,12,Soil Stabilized,2,2120.25,34500000
8,3,3,4,"Pasikot, Pasikot, Kathmandu",0,5,1,0,14,Soil Stabilized,1,1796.81,28000000
6,2,2,1,"Parasi 1 sanda, Nawalparasi, Nawalparasi",6,,,,0,Gravelled,0.916666667,1093.5,9000000
3,3,2.5,1,"Buddhanagar, Buddhanagar, Kathmandu",0,2,2,0,10,Paved,0.916666667,855.62,24500000
4,4,2.5,5,"Nakkhu, Nakkhu, Lalitpur",0,3,2,0,20,Gravelled,1,1197.87,26500000
6,5,3,1,"Na, Kapan, Kathmandu",4,,,,14,Blacktopped,2,729,26000000
4,4,3,2,"Sital Height, Imadol, Imadol, Lalitpur",0,3,2,0,13,Gravelled,0.666666667,1197.87,24500000
6,6,3,2,"Dahachowk, Khahare, Naikap, Kathmandu, Dahachowk, khahare, Kathmandu",0,5,1,0,14,Gravelled,0.5,1796.81,27000000
4,3,N/A,1,"imadol -4 lalitpur, Imadol, Lalitpur",3,5,,,0,Soil Stabilized,2,2258,19000000
7,4,2,1,"kalanki, Syuchatar, Kathmandu",4,,,,13,Gravelled,1,729,24500000
6,4,3,4,"Dhapakhel Height, Dhapakhel, Lalitpur",0,2,2,0,13,Gravelled,0.416666667,855.62,19000000
5,4,2,1,"kalanki, Syuchatar, Kathmandu",3,5,,,16,Blacktopped,1,2258,21000000
4,5,2.5,2,"Bhaisepati, Lalitpur, Bhaisepati, Lalitpur",0,3,2,1,20,Blacktopped,1,1219.26,24500000
4,5,3,1,"NA, Chappal Karkhana, Kathmandu",3,,,,13,Blacktopped,1,546.75,32000000
6,5,3,1,"Man, Bhangal, Kathmandu",3,1,,,12,Paved,2,889,19900000
6,6,N/A,1,"pasikot, Pasikot, Kathmandu",0,5,2,0,20,Soil Stabilized,2,1882.37,28500000
6,4,3,2,"Kalanki,kathmandu, Sitapaila, Kathmandu",4,,,,12,Paved,0.166666667,729,35500000
6,6,4,2,"Basundhara, Basundhara, Kathmandu",6,,,,15,Blacktopped,2,1093.5,42500000
4,4,N/A,1,"Sainbu, Bhaisepati, Lalitpur",0,5,1,0,20,Blacktopped,2,1796.81,34500000
7,3,2.5,2,"Sundar Tole, Makalbari, Kathmandu",0,4,1,1,10,Gravelled,2,1475.95,20000000
4,3,2.5,4,"Baniyatar, Baniyatar, Kathmandu",0,2,3,2,14,Gravelled,1,983.96,19000000
4,4,3,1,"Rudreshwor Chowk, Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",0,8,0,0,20,Concrete,0.5,2738,45000000
7,2,N/A,0,"Naradevi kathmandu, Basantapur, Kathmandu",2,5,,,0,Gravelled,1,2075.75,16000000
2,1,1.5,2,"nearby Panityanki, Tikathali, Lalitpur",0,2,3,0,13,Gravelled,2,941.18,11000000
4,3,3,1,"Rudreshwor Chowk, Budhanilkantha, Kathmandu, Rudreshwor Chowk, Budhanilkantha, Kathmandu",0,4,0,0,14,Gravelled,0.5,1369,35000000
5,3,3,1,"Na, Swayambhu, Kathmandu",3,1,,,13,Soil Stabilized,2,889,20600000
4,3,3,0,"Dhapasi, Dhapasi, Kathmandu",3,1,,,13,Blacktopped,2,889,17000000
6,2,3,2,"Chaukot, Panauti, Kavre",0,8,0,0,20,Gravelled,0.666666667,2738,30000000
4,3,2.5,1,"Sanagaun Height, Imadol, Lalitpur",0,4,0,0,20,Gravelled,2,1369,21500000
6,3,3,3,"Samakhusi kharibot, Samakhusi, Kathmandu",4,,,,13,Blacktopped,2,729,27500000
6,3,2.5,5,"chamati, Chamati, Kathmandu",0,3,2,0,20,Blacktopped,1,1197.87,34000000
6,5,3,2,"NA, Bansbari, Kathmandu",8,,,,16,Gravelled,1,1458,45000000
5,6,3,4,"Na, Budhanilkantha, Kathmandu",19,,,,20,Gravelled,2,3462.75,55000000
7,3,3,0,"Raniban, Raniban, Kathmandu",6,,,,14,Soil Stabilized,2,1093.5,33500000
2,1,1,1,"Imadol,Anasari chowk, Imadol, Lalitpur",0,3,0,,15,Gravelled,1,1026.75,12500000
6,3,3,3,"Duwakot-NEC, Duwakot, Bhaktapur",4,,,,10,Gravelled,1,729,14500000
2,3,3,1,"Sikhar Tole, Bhadrakali Petrol Pump, Imadol, Lalitpur, Nepal, Imadol, Lalitpur",0,3,3,3,13,Gravelled,0.166666667,1347.6,27000000
0,4,N/A,4,"Bhrikutichowk, Kathmandu Nepal, Boudha, Kathmandu",0,3,0,0,12,Gravelled,2,1026.75,22500000
6,6,2.5,1,"Suncity Apartment, Pepsicola, Kathmandu",0,3,1,0,13,Blacktopped,1,1112.31,21500000
5,4,2.5,2,"Nearby Green Hill City, Imadol, Lalitpur",0,3,0,0,12,Gravelled,1,1026.75,21000000
6,5,3,2,"New Colony, Ganesh Chowk, Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",0,4,0,0,13,Gravelled,0.666666667,1369,33500000
5,5,2,4,"Naya Naikap, Naikap, Kathmandu",0,2,3,0,13,Blacktopped,1,941.18,17000000
2,1,1,1,"Sychataar, Tarakeshwar, Kathmandu",0,4,0,0,13,Blacktopped,2,1369,11500000
5,6,3,5,"Prakritik Chowk, Banasthali, Kathmandu",0,5,3,0,20,Blacktopped,2,1967.93,39500000
5,5,3,1,"Na, Budhanilkantha, Kathmandu",6,,,,13,Blacktopped,2,1093.5,36000000
6,5,2,1,"Nearby Bhatbhateni, Naxal, Kathmandu",0,12,0,0,12,Blacktopped,2,4107,65000000
6,4,3.5,4,"Aakash Dhara, Kapan, Kathmandu",0,4,2,0,20,Gravelled,1,1540.12,42000000
7,6,3,1,"Na, Mandikatar, Kathmandu",4,,,,13,Gravelled,2,729,27600000
2,2,1,0,"Durga chowk Bargachi, Ganga Tole, Biratnagar",11,,,,14,Gravelled,0.5,2004.75,10500000
2,4,3,3,"Neuro Hospital, Basbari, Kathmandu",5,,,,13,Gravelled,2,911.25,28000000
6,4,N/A,2,"n, Hattigauda, Kathmandu",7,,,,13,Paved,1,1275.75,34000000
2,1,1,1,"Makalbari, Makalbari, Kathmandu",3,2,,,12,Gravelled,2,1231.25,10500000
4,4,3,1,"Na, Samakhusi, Kathmandu",3,,,,13,Blacktopped,1,546.75,34500000
4,3,2,1,"Near, Sarbotchrit School, Lubhu, Lalitpur",0,5,0,3,13,Soil Stabilized,3,1775.42,14500000
4,4,3,2,"sital height, Imadol, Lalitpur",0,3,0,0,13,Soil Stabilized,2,1026.75,16000000
6,6,3,2,"Na, Kapan, Kathmandu",6,,,,15,Blacktopped,1,1093.5,45000000
6,6,3,1,"NA, Sitapaila, Kathmandu",4,,,,13,Gravelled,2,729,25500000
6,4,4,0,"Nearby Colony home, Sukedhara, Kathmandu",4,,,,12,Soil Stabilized,2,729,27500000
5,2,3,6,"Aryalgaun, Narayantar, Jorpati, Kathmandu",0,2,3,0,8,Soil Stabilized,1,941.18,13000000
5,5,3,5,"Nakhipot, Kantipur colony, Nakhipot, Lalitpur",0,4,0,0,22,Blacktopped,0.5,1369,28500000
7,6,3,3,"Basundhara, Basundhara, Kathmandu",7,,,,20,Blacktopped,2,1275.75,41000000
3,4,2,1,"Aananda Colony, Bharatpur, Chitwan",0,0,11,5,19.68504,Soil Stabilized,2,1048.11,16000000
5,5,3,0,"NA, Baluwatar, Kathmandu",6,,,,13,Blacktopped,2,1093.5,60000000
9,3,3,2,"Chapali, Nearby Kunja Colony, Budhanilkantha, Kathmandu",0,3,0,0,13,Gravelled,1,1026.75,25000000
6,4,3,3,"Opposite of Grandy Hospital, Tokha, Kathmandu",7,5,,,15,Blacktopped,2,2987,53000000
5,5,3,2,"Baluwatar Area, Baluwatar, Kathmandu",0,6,2,0,20,Paved,0.666666667,2224.62,65000000
8,4,3,1,"Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",0,4,0,2,16,Gravelled,2,1411.78,26000000
6,5,3,1,"Na, Sanobharyang, Kathmandu",3,1,,,14,Gravelled,2,889,22500000
5,5,3,3,"Na, Budhanilkantha, Kathmandu",8,,,,15,Blacktopped,2,1458,37000000
6,5,2.5,1,"near Aadeshwor Planning, Sitapaila, Kathmandu",0,4,0,0,14,Concrete,2,1369,21000000
5,3,3,1,"Nearby Greenhill city, Mulpani, Kathmandu",0,3,0,0,10,Soil Stabilized,3,1026.75,16500000
5,2,4,1,"changathali, Tikathali, Lalitpur",0,4,0,0,15,Gravelled,2,1369,20000000
5,4,N/A,1,"Sitapaila, Sitapaila, Kathmandu",0,4,2,0,13,Paved,1,1540.12,27000000
6,2,2,0,"Gothatar, kadaghari, kageshwori manohara, Kadaghari, Kathmandu",0,2,5,0,8,Paved,0.5,1112.3,13000000
4,4,2,6,"Balaju, Bohoratar, Kathmandu",10,,,,13,Blacktopped,0.5,1822.5,48500000
8,6,3,1,"Na, Mandikatar, Kathmandu",4,,,,20,Blacktopped,2,729,32500000
9,3,N/A,0,"Pipalbote, Illam, Illam",2,12,0,0,14,Blacktopped,0.416666667,4471.5,35000000
6,3,2.5,1,"Opposite of Green Hill city, Imadol, Lalitpur",0,3,2,0,20,Blacktopped,2,1197.87,22500000
3,1,1,0,"01 namgel, Gokarneshwor, Kathmandu",4,,,,14,Gravelled,0.916666667,729,13000000
4,2,3,0,"Budhanilkantha, Hattigauda, Kathmandu",0,2,2,0,8,Gravelled,1,855.62,15000000
4,2,3,0,"chamati, Chamati, Kathmandu",0,2,2,1,20,Blacktopped,1,877.01,21500000
6,6,3,4,"NA, Maligaon, Kathmandu",12,,,,14,Gravelled,2,2187,65000000
5,4,2.5,1,"Greenhill City, Greenhill city, Mulpani, Kathmandu",0,5,0,2,20,Blacktopped,1,1754.03,28000000
5,5,3,1,"Na, Basundhara, Kathmandu",4,1,,,16,Blacktopped,2,1071.25,29800000
6,5,3,1,"Na, Hattigauda, Kathmandu",4,,,,22,Gravelled,2,729,24500000
7,7,3,4,"Na, Basundhara, Kathmandu",10,,,,15,Blacktopped,2,1822.5,60000000
4,4,2.5,1,"Ramkot, Sitapaila, Kathmandu",0,3,3,0,13,Blacktopped,2,1283.43,20500000
5,6,3,2,"Na, Budhanilkantha, Kathmandu",5,,,,13,Blacktopped,2,911.25,33000000
4,3,2.5,1,"Nearby L.R.I School., Kalanki, Kathmandu",0,4,0,0,10,Blacktopped,2,1369,17000000
8,4,3,1,"Akasedhara, Sagarmatha chwok, Budhanilkantha, Kathmandu",0,3,2,0,10,Gravelled,2,1197.87,19000000
5,3,2.5,1,"Opposite of green hill city, Imadol, Lalitpur",0,3,1,0,20,Blacktopped,2,1112.31,21500000
4,4,N/A,2,"Sunakothi, Sunakothi, Lalitpur",6,2,,,0,Soil Stabilized,1,1778,36000000
5,3,2.5,1,"Sanagaun Height, Imadol, Lalitpur",0,3,2,0,20,Gravelled,2,1197.87,22000000
4,5,3,2,"Bhaisepati, Lalitpur, Bhaisepati, Lalitpur",0,4,0,0,20,Gravelled,1,1369,32500000
0,3,3,1,"Narefat, Koteshwor, Kathmandu",0,2,2,3,10,Blacktopped,1,919.79,33000000
6,5,3,1,"Na, Sukedhara, Kathmandu",3,5,,,15,Blacktopped,2,2258,30000000
6,6,3,2,"Na, Basundhara, Kathmandu",5,3,,,14,Blacktopped,2,1938,49000000
6,6,3,4,"Na, Budhanilkantha, Kathmandu",11,,,,15,Soil Stabilized,2,2004.75,60000000
4,5,3,3,"na, Budhanilkantha, Kathmandu",7,,,,15,Blacktopped,2,1275.75,45000000
